STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
2274,2023-02-16,15:25:00,2023,February,Thursday,Based on Radio Run,APP,POM,69,LT,69,1,I,1,OTHER,5,1,1,1,0,1,1,0,0,0,0,0,1,NERVOUS,19.0,MALE,BLACK,6.1,180.0,THN,BRO,BLK,69,C,7811 FLATLANDS AVE,FLATLANDS AVE,1007947.0,170584.0,PBBS,BROOKLYN
2275,2023-02-16,14:43:00,2023,February,Thursday,Based on Radio Run,APP,POM,69,SGT,69,0,I,1,OTHER,8,1,1,0,0,1,1,0,0,0,0,0,1,NERVOUS,18.0,MALE,BLACK HISPANIC,5.7,150.0,MED,BRO,BLK,69,C,7811 FLATLANDS AVE,FLATLANDS AVE,1007947.0,170584.0,PBBS,BROOKLYN
2276,2023-02-18,19:14:00,2023,February,Saturday,Based on Radio Run,APP,POM,802,SGT,802,1,O,2,CPW,5,1,0,1,0,1,1,1,0,0,0,1,1,CALM,50.0,MALE,WHITE HISPANIC,5.7,160.0,THN,BRO,GRY,75,B,WILLIAMS AVE && GLENMORE AVE,WILLIAMS AVE,1012014.0,184342.0,PBBN,BROOKLYN
2277,2023-02-21,21:45:00,2023,February,Tuesday,Based on Self Initiated,APP,POM,83,SGT,83,1,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,25.0,MALE,BLACK HISPANIC,5.11,185.0,MED,BRO,XXX,83,A,CHAUNCEY ST && BROADWAY,CHAUNCEY ST,1009205.0,188000.0,PBBN,BROOKLYN
2278,2023-02-14,21:20:00,2023,February,Tuesday,Based on Radio Run,APP,POM,109,LT,184,1,O,1,ROBBERY,2,0,0,1,0,1,1,1,0,0,1,1,1,TALKATIVE,19.0,MALE,WHITE HISPANIC,5.5,150.0,THN,BRO,BLK,109,B,BOWNE ST && SANFORD AVE,BOWNE ST,1033237.0,215556.0,PBQN,QUEENS
2279,2023-02-21,13:45:00,2023,February,Tuesday,Based on C/W on Scene,APP,POM,9,LT,9,0,O,10,PETIT LARCENY,10,1,1,0,0,1,0,0,0,0,0,0,1,CALM,35.0,FEMALE,BLACK,5.5,210.0,MED,BRO,BLK,9,B,354 E 10 ST,E 10 ST,989970.0,203987.0,PBMS,MANHATTAN
2280,2023-02-23,05:05:00,2023,February,Thursday,Based on Radio Run,APP,POM,24,LT,24,1,O,1,ROBBERY,5,1,0,0,0,1,1,1,0,0,0,0,1,CALM,37.0,MALE,BLACK,5.6,180.0,THN,BLK,BLK,20,C,W 84 ST && AMSTERDAM AVE,W 84 ST,990903.0,225773.0,PBMN,MANHATTAN
2281,2023-02-20,05:15:00,2023,February,Monday,Based on Self Initiated,APP,POM,34,SGT,34,1,O,2,OTHER,5,1,0,0,0,1,1,1,1,1,0,0,1,CALM,27.75,MALE,BLACK HISPANIC,5.9,150.0,THN,BLK,BLK,34,C,3856 10 AVE,10 AVE,1006507.0,254048.0,PBMN,MANHATTAN
2282,2023-02-22,01:00:00,2023,February,Wednesday,Based on C/W on Scene,APP,POM,34,SGT,34,1,O,2,CPW,5,0,0,1,0,1,1,1,0,1,1,1,1,CALM,23.0,MALE,BLACK,5.8,185.0,MED,BRO,BLK,34,D,BROADWAY && DYCKMAN ST,BROADWAY,1004367.0,254624.0,PBMN,MANHATTAN
2283,2023-02-23,00:28:00,2023,February,Thursday,Based on Self Initiated,APP,POM,42,SGT,42,1,O,1,CPW,1,1,0,0,0,1,1,1,0,0,0,0,1,VERY UNCOOPERATIVE,28.0,MALE,BLACK,5.9,180.0,MED,BRO,BLK,42,A,CLAREMONT PKWY && PARK AVE,CLAREMONT PKWY,1010864.0,245060.0,PBBX,BRONX
2284,2023-02-16,20:37:00,2023,February,Thursday,Based on Radio Run,APP,POM,63,LT,63,1,O,1,ROBBERY,11,1,0,0,0,1,1,0,0,0,0,0,1,UPSET,27.75,MALE,BLACK,6.0,180.0,MED,BRO,BLK,63,C,FILLMORE AVE && E 57 ST,FILLMORE AVE,1006557.0,163311.0,PBBS,BROOKLYN
2285,2023-02-22,03:20:00,2023,February,Wednesday,Based on Radio Run,APP,POM,108,SGT,108,0,O,2,CPW,3,1,0,0,0,1,0,0,0,0,0,0,1,NORMAL,27.75,MALE,WHITE HISPANIC,5.64,165.72,THN,BRO,BRO,108,C,63-10 BROADWAY,BROADWAY,1012264.0,212434.0,PBQN,QUEENS
2286,2023-02-23,04:00:00,2023,February,Thursday,Based on Radio Run,APP,POM,114,SGT,114,1,O,2,CPW,10,1,0,1,0,1,0,1,0,0,0,0,1,CALM,43.0,MALE,WHITE HISPANIC,5.7,180.0,MED,BRO,BLK,114,A,32-32 49 ST,49 ST,1008448.0,214262.0,PBQN,QUEENS
2287,2023-02-23,09:12:00,2023,February,Thursday,Based on Radio Run,APP,POM,10,SGT,10,1,O,1,BURGLARY,1,1,0,1,0,1,0,1,1,1,1,0,1,CALM,42.0,MALE,WHITE HISPANIC,5.1,160.0,THN,BRO,BLK,10,A,340 W 19 ST,W 19 ST,983676.0,210148.0,PBMS,MANHATTAN
2288,2023-02-23,13:10:00,2023,February,Thursday,Based on Radio Run,APP,POM,10,SGT,10,1,O,1,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,1,CALM,72.0,MALE,WHITE,5.8,150.0,MED,ZZZ,WHI,10,B,461 W 22 ST,W 22 ST,983257.0,211319.0,PBMS,MANHATTAN
2289,2023-02-21,13:30:00,2023,February,Tuesday,Based on Self Initiated,APP,POF,20,SGT,20,1,O,1,OTHER,15,1,0,0,0,1,0,0,0,0,0,0,1,CALM,40.0,MALE,WHITE,5.64,165.72,THN,BRO,BLK,20,A,BROADWAY && W 62 ST,BROADWAY,989197.0,220017.0,PBMN,MANHATTAN
2290,2023-02-15,10:38:00,2023,February,Wednesday,Based on Radio Run,APP,POM,30,SGT,30,1,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,CALM,30.0,MALE,BLACK,6.5,180.0,THN,BRO,BLK,30,B,465 W 147 ST,W 147 ST,999204.0,240347.0,PBMN,MANHATTAN
2291,2023-02-22,01:16:00,2023,February,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,10,1,0,0,0,1,1,0,0,1,0,1,1,NERVOUS,18.0,MALE,BLACK,6.0,155.0,THN,BRO,BLK,46,B,VALENTINE AVE && E 183 ST,VALENTINE AVE,1012419.0,251454.0,PBBX,BRONX
2292,2023-02-21,20:59:00,2023,February,Tuesday,Based on Self Initiated,APP,POF,46,SGT,46,0,O,1,CPW,3,1,0,0,0,1,1,1,0,0,0,1,1,COOPERATIVE,28.0,MALE,BLACK HISPANIC,5.1,220.0,HEA,BRO,XXX,46,E,UNIVERSITY AVE && W 180 ST,UNIVERSITY AVE,1009033.0,251055.0,PBBX,BRONX
2293,2023-02-21,20:51:00,2023,February,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,6,1,1,0,0,1,1,0,0,0,0,0,1,CALM,23.0,MALE,BLACK,5.9,180.0,MED,BRO,BLK,46,B,E TREMONT AVE && WEBSTER AVE,E TREMONT AVE,1011651.0,248133.0,PBBX,BRONX
2294,2023-02-21,21:53:00,2023,February,Tuesday,Based on Radio Run,APP,POM,46,SGT,46,0,O,0,CPW,11,1,1,0,0,1,1,0,0,0,0,0,1,CALM,14.0,MALE,BLACK,5.7,130.0,THN,BRO,BLK,46,A,MORRIS AVE && E TREMONT AVE,MORRIS AVE,1009800.0,249282.0,PBBX,BRONX
2295,2023-02-21,22:07:00,2023,February,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,CALM,28.0,MALE,WHITE HISPANIC,6.0,200.0,MED,BLK,BRO,46,C,MORRIS AVE && E BURNSIDE AVE,MORRIS AVE,1010365.0,250117.0,PBBX,BRONX
2296,2023-02-22,00:30:00,2023,February,Wednesday,Based on Self Initiated,APP,POF,46,SGT,46,0,O,1,CPW,7,1,0,0,0,1,1,1,0,0,0,1,1,NERVOUS,43.0,MALE,BLACK,6.0,180.0,MED,BRO,XXX,46,B,GRAND CONC && FIELD PL,GRAND CONC,1012130.0,252134.0,PBBX,BRONX
2297,2023-02-21,22:37:00,2023,February,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,3,1,0,0,0,1,1,1,0,0,0,0,1,CALM,25.0,MALE,WHITE HISPANIC,5.8,165.0,MED,BRO,BLK,46,B,TIEBOUT AVE && E 183 ST,TIEBOUT AVE,1012658.0,251344.0,PBBX,BRONX
2298,2023-02-21,21:24:00,2023,February,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,2,CPW,10,1,0,0,0,1,1,0,0,0,0,1,1,NERVOUS,15.0,MALE,BLACK,5.5,120.0,THN,BRO,BLK,46,A,E 175 ST && WALTON AVE,E 175 ST,1008971.0,247868.0,PBBX,BRONX
2299,2023-02-22,01:16:00,2023,February,Wednesday,Based on Self Initiated,APP,POF,46,SGT,46,0,O,1,CPW,12,1,1,0,0,1,1,0,0,0,0,0,1,NERVOUS,24.0,MALE,BLACK,5.11,160.0,THN,BRO,XXX,46,B,VALENTINE AVE && E 183 ST,VALENTINE AVE,1012419.0,251454.0,PBBX,BRONX
2300,2023-02-21,23:42:00,2023,February,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESSIVE,25.0,MALE,BLACK,5.11,180.0,MED,BRO,BLK,46,B,E FORDHAM RD && VALENTINE AVE,E FORDHAM RD,1013049.0,253439.0,PBBX,BRONX
2301,2023-02-21,21:23:00,2023,February,Tuesday,Based on Self Initiated,APP,POF,46,SGT,46,0,O,3,CPW,22,1,1,0,0,1,1,0,0,0,0,1,1,NERVOUS,15.0,MALE,BLACK,5.1,150.0,THN,BRO,XXX,46,A,E 175 ST && WALTON AVE,E 175 ST,1008971.0,247868.0,PBBX,BRONX
2302,2023-02-16,12:42:00,2023,February,Thursday,Based on Radio Run,APP,POM,47,SGT,47,1,O,1,OTHER,10,1,0,0,0,1,0,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.9,250.0,THN,BRO,BLK,47,C,1159 E 229 ST,E 229 ST,1027186.0,262139.0,PBBX,BRONX
2303,2023-02-04,20:35:00,2023,February,Saturday,Based on Self Initiated,APP,DTS,803,SSA,803,1,O,0,CPW,1,0,1,0,0,1,1,1,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.9,190.0,MED,BLK,BLK,75,C,2724 LINDEN BLVD,LINDEN BLVD,1022014.0,182934.0,PBBN,BROOKLYN
2304,2023-02-15,23:30:00,2023,February,Wednesday,Based on Self Initiated,APP,POM,803,SSA,803,1,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,UPSET,18.0,MALE,WHITE HISPANIC,5.11,150.0,MED,BRO,XXX,88,C,14 AUBURN PL,AUBURN PL,990539.0,192162.0,PBBN,BROOKLYN
2305,2023-02-23,08:34:00,2023,February,Thursday,Based on Radio Run,APP,POM,105,SGT,105,1,O,1,CPW,5,1,0,0,0,1,0,0,0,0,0,0,1,NERVOUS,48.0,MALE,BLACK,5.7,170.0,THN,BRO,BLK,105,B,141-36 222 ST,222 ST,1052606.0,183302.0,PBQS,QUEENS
2306,2023-01-03,10:24:00,2023,January,Tuesday,Based on Radio Run,APP,POM,109,SGT,109,1,O,1,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,1,CALM,50.0,MALE,ASIAN / PACIFIC ISLANDER,5.1,150.0,THN,BRO,GRY,109,B,39 AVE && 138 ST,39 AVE,1031585.0,216398.0,PBQN,QUEENS
2307,2023-02-22,11:24:00,2023,February,Wednesday,Based on Radio Run,APP,POF,860,LT,860,1,S,2,CPW,7,1,1,0,0,1,0,0,0,0,0,0,1,CALM/COLLECTIVE,20.0,MALE,WHITE HISPANIC,5.5,175.0,THN,BRO,BLK,20,A,W 66 ST && BROADWAY,W 66 ST,989177.0,221062.0,PBMN,MANHATTAN
2308,2023-02-22,11:24:00,2023,February,Wednesday,Based on Radio Run,APP,POF,860,LT,860,1,S,2,CPW,7,1,1,0,0,1,0,0,0,0,0,0,1,CALM/COLLECTIVE,50.0,MALE,WHITE HISPANIC,5.5,175.0,THN,BRO,BLK,20,A,W 66 ST && BROADWAY,W 66 ST,989177.0,221062.0,PBMN,MANHATTAN
2309,2023-02-10,17:50:00,2023,February,Friday,Based on Radio Run,APP,POM,25,SGT,25,1,I,0,CPW,175,1,1,0,1,1,1,0,0,0,0,0,1,CALM,16.0,MALE,BLACK,5.64,165.72,THN,BRO,BLK,25,C,1760 MADISON AVE,MADISON AVE,999394.0,230606.0,PBMN,MANHATTAN
2310,2023-02-10,17:50:00,2023,February,Friday,Based on Radio Run,APP,POF,25,SGT,25,1,O,0,CPW,175,1,1,0,1,1,1,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BRO,25,C,1760 MADISON AVE,MADISON AVE,999394.0,230606.0,PBMN,MANHATTAN
2311,2023-01-14,19:20:00,2023,January,Saturday,Based on Radio Run,APP,POM,33,LT,33,1,O,0,OTHER,2,1,0,0,0,1,0,0,0,0,0,0,1,CALM,25.0,MALE,BLACK,5.8,150.0,THN,BRO,BLK,33,C,ST NICHOLAS AVE && W 176 ST,ST NICHOLAS AVE,1001935.0,247543.0,PBMN,MANHATTAN
2312,2023-02-22,23:47:00,2023,February,Wednesday,Based on Self Initiated,APP,POM,41,LT,41,1,O,2,CPW,2,1,0,0,0,1,1,1,0,0,0,1,1,NERVOUS HANDS SHAKING,18.0,MALE,BLACK,5.1,160.0,THN,BRO,BLK,41,C,WESTCHESTER AVE && INTERVALE AVE,WESTCHESTER AVE,1012791.0,238814.0,PBBX,BRONX
2313,2023-02-21,20:31:00,2023,February,Tuesday,Based on Radio Run,APP,POM,865,LSA,865,1,O,2,ROBBERY,4,1,0,0,0,1,0,0,0,0,0,0,1,CALM,15.0,MALE,BLACK,5.64,165.72,THN,BRO,BLK,43,B,VIRGINIA AVE && BLACKROCK AVE,VIRGINIA AVE,1023188.0,240915.0,PBBX,BRONX
2314,2023-02-23,20:30:00,2023,February,Thursday,Based on Self Initiated,APP,POM,808,SGT,808,1,O,4,CPW,1,1,0,0,0,1,1,1,0,0,0,0,1,NERVOUS,25.0,MALE,BLACK,5.6,160.0,THN,BRO,XXX,43,C,1544 E 174 ST,E 174 ST,1017783.0,243174.0,PBBX,BRONX
2315,2023-02-21,22:45:00,2023,February,Tuesday,Based on Self Initiated,APP,SGT,44,LT,44,0,O,1,CPW,1,1,0,0,0,1,1,1,0,0,0,0,1,CALM,27.75,MALE,WHITE HISPANIC,5.1,160.0,THN,BRO,XXX,44,D,1 W MOUNT EDEN AVE,W MOUNT EDEN AVE,1007755.0,246996.0,PBBX,BRONX
2316,2023-02-17,04:00:00,2023,February,Friday,Based on Radio Run,APP,POM,47,SGT,47,0,O,1,CPW,30,1,0,0,1,1,1,1,1,1,0,0,1,COOPERATIVE,55.0,MALE,BLACK,6.1,235.0,U,BRO,BLK,47,D,BOSTON RD && EASTCHESTER RD,BOSTON RD,1026736.0,258842.0,PBBX,BRONX
2317,2023-02-02,18:07:00,2023,February,Thursday,Based on Self Initiated,APP,POM,48,SGT,48,0,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.11,160.0,MED,BRO,BLK,48,C,E TREMONT AVE && MARMION AVE,E TREMONT AVE,1015559.0,246534.0,PBBX,BRONX
2318,2023-02-08,20:46:00,2023,February,Wednesday,Based on Radio Run,APP,POM,48,LT,48,1,I,1,CPW,2,1,1,0,0,1,1,0,0,0,0,0,1,CALM,17.0,MALE,BLACK,5.1,130.0,THN,BRO,BLK,48,B,4575 PARK AVE,PARK AVE,1013456.0,251385.0,PBBX,BRONX
2319,2023-01-25,20:11:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,48,SGT,48,0,O,1,CPW,1,1,1,0,0,1,1,0,0,0,0,0,1,CALM,18.0,MALE,WHITE HISPANIC,5.7,165.0,THN,BRO,BLK,48,D,CROTONA PKWY && E 180 ST,CROTONA PKWY,1016307.0,247453.0,PBBX,BRONX
2320,2023-01-25,20:12:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,48,SGT,48,0,O,1,CPW,1,1,1,0,0,1,1,0,0,0,0,0,1,CALM,18.0,MALE,WHITE HISPANIC,5.7,155.0,THN,BRO,BLK,48,B,SOUTHERN BLVD && E 180 ST,SOUTHERN BLVD,1016215.0,247514.0,PBBX,BRONX
2321,2023-01-25,02:29:00,2023,January,Wednesday,Based on Self Initiated,APP,POM,48,SGT,48,0,O,1,CPW,6,1,0,0,0,1,1,0,0,0,0,0,1,CALM,35.0,MALE,BLACK,6.1,210.0,MED,BRO,BLK,48,B,4491 3 AVE,3 AVE,1014188.0,250169.0,PBBX,BRONX
2322,2023-02-17,15:00:00,2023,February,Friday,Based on Self Initiated,APP,POM,48,SGT,48,1,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,ANNOYED,17.0,MALE,BLACK,6.1,170.0,THN,BRO,BLK,48,B,LAFONTAINE AVE && E 180 ST,LAFONTAINE AVE,1014039.0,248920.0,PBBX,BRONX
2323,2023-02-17,08:58:00,2023,February,Friday,Based on Radio Run,APP,POF,77,SGT,77,1,O,0,CPW,27,1,0,0,0,1,1,0,1,1,0,0,1,CALM,31.0,FEMALE,BLACK,5.7,165.72,MED,BRO,BLK,77,D,ST JOHNS PL && BUFFALO AVE,ST JOHNS PL,1004941.0,183486.0,PBBN,BROOKLYN
2324,2023-02-10,20:52:00,2023,February,Friday,Based on Self Initiated,APP,POM,90,SGT,90,1,O,0,CPW,7,1,1,1,0,1,1,1,1,1,0,0,1,NERVOUS,20.0,MALE,WHITE HISPANIC,5.1,160.0,THN,BRO,BLK,90,C,GRAND ST && BUSHWICK AVE,GRAND ST,1000693.0,198669.0,PBBN,BROOKLYN
2325,2023-02-23,05:35:00,2023,February,Thursday,Based on Radio Run,APP,POM,83,SGT,83,1,O,1,BURGLARY,5,1,0,0,0,1,0,0,0,0,0,0,1,CALM,40.0,MALE,WHITE HISPANIC,5.5,180.0,MED,BRO,BRO,104,C,SENECA AVE && STARR ST,SENECA AVE,1006759.0,197734.0,PBQN,QUEENS
2326,2023-02-23,00:00:00,2023,February,Thursday,Based on Self Initiated,APP,POM,110,SGT,318,1,O,5,CPW,5,1,0,0,0,1,1,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,112,B,96-22 QUEENS BLVD,QUEENS BLVD,1022597.0,205100.0,PBQN,QUEENS
2327,2023-02-23,22:28:00,2023,February,Thursday,Based on Radio Run,APP,POM,114,SGT,114,1,O,1,BURGLARY,6,1,0,0,0,1,0,0,0,0,0,0,1,CALM/ COOPERATIVE,30.0,MALE,WHITE HISPANIC,5.6,160.0,THN,BRO,BRO,114,C,40-09 21 ST,21 ST,1000513.0,214319.0,PBQN,QUEENS
2328,2023-02-23,23:37:00,2023,February,Thursday,Based on Radio Run,APP,POM,114,SGT,114,1,O,1,GRAND LARCENY,14,1,0,1,0,1,0,1,0,0,1,0,1,NERVOUS,35.0,MALE,WHITE HISPANIC,5.9,180.0,MED,BRO,BLK,114,A,48-16 BROADWAY,BROADWAY,1008565.0,214583.0,PBQN,QUEENS
2329,2023-02-19,07:48:00,2023,February,Sunday,Based on Radio Run,APP,POM,483,LT,483,0,I,1,OTHER,16,1,0,0,0,1,0,0,0,0,0,0,1,CALM,27.0,MALE,BLACK,6.2,160.0,MED,BRO,BLK,22,E,WEST DRIVE && 102 CROSS DRIVE,WEST DRIVE,994010.0,224717.0,PBMN,MANHATTAN
2330,2023-02-19,13:15:00,2023,February,Sunday,Based on Self Initiated,APP,POF,483,SGT,483,0,I,0,GRAND LARCENY,14,1,0,0,0,1,0,0,0,0,0,0,1,CALM,29.0,MALE,WHITE HISPANIC,5.2,165.0,MED,BRO,BLK,22,D,EAST DR && 79 ST TRANSVERSE,EAST DR,-73.0,40.0,PBMN,MANHATTAN
2331,2023-02-20,13:40:00,2023,February,Monday,Based on Radio Run,APP,POM,483,SGT,483,0,O,1,CPW,9,1,1,0,0,1,1,0,0,0,0,0,1,CALM,14.0,MALE,BLACK,6.0,165.0,THN,BRO,BLK,22,E,109 EAST DRIVE,EAST DRIVE,994010.0,224717.0,PBMN,MANHATTAN
2332,2023-02-24,01:16:00,2023,February,Friday,Based on Self Initiated,APP,POM,42,SGT,42,1,O,1,CPW,1,1,0,0,0,1,1,1,0,0,1,0,1,APPARENTLY NORMAL,27.75,MALE,BLACK,5.64,165.72,MED,BRO,BLK,42,A,WEBSTER AVE && CLAREMONT PKWY,WEBSTER AVE,1010430.0,245242.0,PBBX,BRONX
2333,2023-02-23,20:45:00,2023,February,Thursday,Based on Radio Run,APP,POM,44,SGT,44,1,O,1,ROBBERY,5,1,0,1,0,1,0,0,0,0,0,0,1,NERVOUS,14.0,MALE,WHITE HISPANIC,5.11,250.0,HEA,BRO,BRO,44,A,E 161 ST && GERARD AVE,E 161 ST,1005022.0,240771.0,PBBX,BRONX
2334,2023-02-14,04:34:00,2023,February,Tuesday,Based on Radio Run,APP,POM,67,SGT,67,1,O,2,CPW,5,1,0,0,0,1,1,0,0,0,0,0,1,CALM / UNDERSTANDING / HELPFUL,31.0,MALE,BLACK,5.11,200.0,MED,BRO,BLK,67,D,4113 SNYDER AVE,SNYDER AVE,1001362.0,176001.0,PBBS,BROOKLYN
2335,2023-02-22,01:24:00,2023,February,Wednesday,Based on Radio Run,APP,POM,76,LT,76,1,O,1,GRAND LARCENY AUTO,10,1,0,1,0,1,0,1,0,0,0,1,1,ANNOYED,15.0,MALE,WHITE HISPANIC,5.7,170.0,MED,BRO,BLK,76,B,DEGRAW ST && HOYT ST,DEGRAW ST,986783.0,187769.0,PBBS,BROOKLYN
2336,2023-02-22,01:27:00,2023,February,Wednesday,Based on Radio Run,APP,POM,76,LT,76,1,O,1,GRAND LARCENY AUTO,10,1,1,1,0,1,0,1,0,0,0,0,1,OUT OF BREATH,17.0,MALE,BLACK HISPANIC,5.2,160.0,THN,BRO,BLN,76,B,387 DEGRAW ST,DEGRAW ST,986630.0,187888.0,PBBS,BROOKLYN
2337,2023-02-22,19:25:00,2023,February,Wednesday,Based on Radio Run,APP,POM,18,LT,18,1,O,1,GRAND LARCENY,10,1,1,0,0,1,0,0,0,0,0,0,1,CALM,12.0,MALE,BLACK,5.6,180.0,HEA,BRO,BLK,18,E,CENTRAL PARK S && 5 AVE,CENTRAL PARK S,991725.0,217725.0,PBMS,MANHATTAN
2338,2023-02-22,19:25:00,2023,February,Wednesday,Based on Radio Run,APP,POM,18,LT,18,1,O,1,GRAND LARCENY,10,1,1,0,0,1,0,0,0,0,0,0,1,CALM,13.0,MALE,BLACK,5.5,140.0,THN,BRO,BLK,18,E,CENTRAL PARK S && 5 AVE,CENTRAL PARK S,991725.0,217725.0,PBMS,MANHATTAN
2339,2023-02-22,19:25:00,2023,February,Wednesday,Based on Radio Run,APP,POM,18,LT,18,1,O,1,GRAND LARCENY,10,1,1,0,0,1,0,0,0,0,0,0,1,CALM,12.0,MALE,BLACK,5.6,135.0,THN,BRO,BLK,18,E,CENTRAL PARK S && 5 AVE,CENTRAL PARK S,991725.0,217725.0,PBMS,MANHATTAN
2340,2023-02-19,12:45:00,2023,February,Sunday,Based on Radio Run,APP,POM,806,SGT,806,1,O,1,ASSAULT,10,1,0,0,0,1,0,0,0,0,0,0,1,COMPLIANT,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,28,C,278 W 127 ST,W 127 ST,998174.0,234792.0,PBMN,MANHATTAN
2341,2023-02-23,21:02:00,2023,February,Thursday,Based on Self Initiated,APP,POM,24,SGT,32,1,O,2,CPW,1,0,0,0,0,1,1,0,0,0,0,0,1,IRATE,20.0,MALE,BLACK,5.1,160.0,THN,BRO,XXX,40,B,2632 3 AVE,3 AVE,1005231.0,235295.0,PBBX,BRONX
2342,2023-02-17,18:15:00,2023,February,Friday,Based on Radio Run,APP,DTS,42,SGT,42,1,O,1,ASSAULT,3,1,0,1,0,1,0,0,0,0,0,0,1,CALM,60.0,MALE,BLACK HISPANIC,5.9,200.0,THN,BRO,BLK,42,B,769 E 169 ST,E 169 ST,1012029.0,242010.0,PBBX,BRONX
2343,2023-02-21,11:01:00,2023,February,Tuesday,Based on Radio Run,APP,POM,45,LT,45,0,O,0,ASSAULT,2,1,0,1,0,1,1,0,0,0,0,0,1,CALM,24.0,MALE,WHITE,5.8,180.0,THN,GRN,BLD,45,C,CITY ISLAND AVE && HAWKINS ST,CITY ISLAND AVE,1043402.0,247742.0,PBBX,BRONX
2344,2023-02-16,22:35:00,2023,February,Thursday,Based on Self Initiated,APP,POM,67,SGT,67,1,O,1,CPW,1,0,0,1,0,1,0,1,0,0,0,1,1,DEFEATED,23.0,MALE,BLACK,5.6,135.0,THN,BRO,BLK,67,C,295 E 53 ST,E 53 ST,1004384.0,177245.0,PBBS,BROOKLYN
2345,2023-02-23,23:05:00,2023,February,Thursday,Based on Self Initiated,APP,POF,83,LT,83,1,O,1,CPW,1,1,0,1,0,1,1,0,0,0,0,1,1,NERVOUS AND KEPT WALKING AWAY,17.0,MALE,BLACK,5.7,150.0,THN,BRO,BLK,75,D,SHEFFIELD AVE && WORTMAN AVE,SHEFFIELD AVE,1015004.0,177978.0,PBBN,BROOKLYN
2346,2023-02-23,19:58:00,2023,February,Thursday,Based on Radio Run,APP,POM,803,SSA,803,1,O,1,CPW,4,1,0,0,0,1,1,1,0,0,0,0,1,NERVOUS SCARED SHAKING,13.0,MALE,BLACK,5.2,130.0,THN,BRO,BLK,79,D,979 MYRTLE AVE,MYRTLE AVE,1000077.0,192992.0,PBBN,BROOKLYN
2347,2023-02-24,09:38:00,2023,February,Friday,Based on Self Initiated,APP,POM,81,SGT,81,1,O,1,OTHER,7,1,0,0,0,1,0,0,0,0,0,0,1,CALM,59.0,MALE,BLACK,5.7,170.0,MED,BRO,BLK,81,D,CHAUNCEY ST && SARATOGA AVE,CHAUNCEY ST,1007277.0,187698.0,PBBN,BROOKLYN
